,ID,PF
2351,P09172,PF03712
2352,P09172,PF03351
2353,P09172,PF01082
2354,P09210,PF00043
2355,P09210,PF02798
2356,P09211,PF02798
2357,P09211,PF14497
2358,P09228,PF00031
2359,P09234,PF06220
2360,P09237,PF00413
2361,P09237,PF01471
2362,P09238,PF00413
2363,P09238,PF01471
2364,P09238,PF00045
2365,P09326,PF13895
2366,P09326,PF07686
2367,P09341,PF00048
2368,P09382,PF00337
2369,P09417,PF00106
2370,P09429,PF09011
2371,P09429,PF00505
2372,P09430,PF02079
2373,P09455,PF00061
2374,P09467,PF18913
2375,P09467,PF00316
2376,P09471,PF00503
2377,P09486,PF09289
2378,P09486,PF10591
2379,P09486,PF00050
2380,P09488,PF02798
2381,P09488,PF14497
2382,P09493,PF00261
2383,P09496,PF01086
2384,P09497,PF01086
2385,P09525,PF00191
2386,P09529,PF00688
2387,P09529,PF00019
2388,P09543,PF05881
2389,P09543,PF13671
2390,P09544,PF00110
2391,P09564,PF07686
2392,P09601,PF01126
2393,P09603,PF05337
2394,P09622,PF02852
2395,P09622,PF07992
2396,P09629,PF00046
2397,P09630,PF00046
2398,P09651,PF00076
2399,P09651,PF11627
2400,P09661,PF14580
2401,P09668,PF08246
2402,P09668,PF00112
2403,P09669,PF02937
2404,P09681,PF00123
2405,P09683,PF00123
2406,P09693,PF16680
2407,P09693,PF02189
2408,P09758,PF00086
2409,P09769,PF00017
2410,P09769,PF00018
2411,P09769,PF07714
2412,P09871,PF00431
2413,P09871,PF00089
2414,P09871,PF00084
2415,P09871,PF14670
2416,P09912,PF06140
2417,P09913,PF13181
2418,P09914,PF13424
2419,P09914,PF13181
2420,P09917,PF01477
2421,P09917,PF00305
2422,P09919,PF16647
2423,P09936,PF01088
2424,P09960,PF17900
2425,P09960,PF01433
2426,P09960,PF09127
2427,P09972,PF00274
2428,P0C024,PF00293
2429,P0C0E4,PF00071
2430,P0C0E4,PF07525
2431,P0C0P6,PF14993
2432,P0C0S5,PF16211
2433,P0C0S5,PF00125
2434,P0C0S8,PF16211
2435,P0C0S8,PF00125
2436,P0C1S8,PF00069
2437,P0C604,PF13853
2438,P0C623,PF13853
2439,P0C645,PF13853
2440,P0C7N1,PF13853
2441,P0C7T2,PF13853
2442,P0C7T3,PF13853
2443,P0C7T5,PF12547
2444,P0C7T5,PF08517
2445,P0CAP2,PF15328
2446,P0CF74,PF07654
2447,P0CG04,PF07654
2448,P0CG05,PF07654
2449,P0CG06,PF07654
2450,P0CG13,PF09696
2451,P0CG29,PF00043
2452,P0CG29,PF02798
2453,P0CG30,PF00043
2454,P0CG30,PF02798
2455,P0CG47,PF00240
2456,P0CG48,PF00240
2457,P0DI81,PF04628
2458,P0DJD7,PF00026
2459,P0DJD7,PF07966
2460,P0DJD8,PF00026
2461,P0DJD8,PF07966
2462,P0DJD9,PF00026
2463,P0DJD9,PF07966
2464,P0DJI8,PF00277
2465,P0DJI9,PF00277
2466,P0DME0,PF00956
2467,P0DML2,PF00103
2468,P0DML3,PF00103
2469,P0DMM9,PF00685
2470,P0DMS8,PF00001
2471,P0DMV8,PF00012
2472,P0DMV9,PF00012
2473,P10074,PF00651
2474,P10074,PF00096
2475,P10082,PF00159
2476,P10092,PF00214
2477,P10109,PF00111
2478,P10114,PF00071
2479,P10124,PF04360
2480,P10144,PF00089
2481,P10145,PF00048
2482,P10147,PF00048
2483,P10153,PF00074
2484,P10155,PF05731
2485,P10176,PF02285
2486,P10276,PF00105
2487,P10276,PF00104
2488,P10301,PF00071
2489,P10314,PF07654
2490,P10314,PF00129
2491,P10314,PF06623
2492,P10316,PF07654
2493,P10316,PF00129
2494,P10316,PF06623
2495,P10319,PF07654
2496,P10319,PF00129
2497,P10319,PF06623
2498,P10321,PF07654
2499,P10321,PF00129
2500,P10321,PF06623
2501,P10323,PF00089
2502,P10398,PF02196
2503,P10398,PF07714
2504,P10398,PF00130
2505,P10412,PF00538
2506,P10415,PF02180
2507,P10415,PF00452
2508,P10451,PF00865
2509,P10515,PF02817
2510,P10515,PF00364
2511,P10515,PF00198
2512,P10523,PF02752
2513,P10523,PF00339
2514,P10588,PF00105
2515,P10588,PF00104
2516,P10589,PF00105
2517,P10589,PF00104
2518,P10599,PF00085
2519,P10600,PF00688
2520,P10600,PF00019
2521,P10606,PF01215
2522,P10619,PF00450
2523,P10620,PF01124
2524,P10632,PF00067
2525,P10635,PF00067
2526,P10644,PF00027
2527,P10644,PF02197
2528,P10645,PF01271
2529,P10646,PF00014
2530,P10747,PF15910
2531,P10767,PF00167
2532,P10768,PF00756
2533,P10809,PF00118
2534,P10826,PF00105
2535,P10826,PF00104
2536,P10827,PF00105
2537,P10827,PF00104
2538,P10828,PF00105
2539,P10828,PF00104
2540,P10909,PF01093
2541,P10912,PF09067
2542,P10912,PF12772
2543,P10912,PF00041
2544,P10914,PF00605
2545,P10915,PF00193
2546,P10915,PF07686
2547,P10916,PF00036
2548,P10966,PF07686
2549,P10997,PF00214
2550,P11021,PF00012
2551,P11049,PF00335
2552,P11086,PF01234
2553,P11117,PF00328
2554,P11142,PF00012
2555,P11150,PF01477
2556,P11150,PF00151
2557,P11166,PF00083
2558,P11168,PF00083
2559,P11169,PF00083
2560,P11172,PF00156
2561,P11172,PF00215
2562,P11177,PF02779
2563,P11177,PF02780
2564,P11182,PF02817
2565,P11182,PF00364
2566,P11182,PF00198
2567,P11226,PF00059
2568,P11226,PF01391
2569,P11229,PF00001
2570,P11230,PF02931
2571,P11230,PF02932
2572,P11233,PF00071
2573,P11234,PF00071
2574,P11245,PF00797
2575,P11279,PF01299
2576,P11308,PF00178
2577,P11308,PF02198
2578,P11309,PF00069
2579,P11310,PF02770
2580,P11310,PF02771
2581,P11310,PF00441
2582,P11413,PF00479
2583,P11413,PF02781
2584,P11441,PF00240
2585,P11441,PF17840
2586,P11473,PF00105
2587,P11473,PF00104
2588,P11474,PF00105
2589,P11474,PF00104
2590,P11487,PF00167
2591,P11488,PF00503
2592,P11509,PF00067
2593,P11511,PF00067
2594,P11597,PF02886
2595,P11597,PF01273
2596,P11684,PF01099
2597,P11686,PF08999
2598,P11686,PF04089
2599,P11712,PF00067
2600,P11766,PF00107
2601,P11766,PF08240
2602,P11802,PF00069
2603,P11831,PF00319
2604,P11836,PF04103
2605,P11908,PF14572
2606,P11908,PF13793
2607,P11912,PF00047
2608,P11912,PF02189
2609,P11926,PF02784
2610,P11926,PF00278
2611,P11940,PF00076
2612,P11940,PF00658
2613,P12004,PF02747
2614,P12004,PF00705
2615,P12034,PF00167
2616,P12035,PF00038
2617,P12035,PF16208
2618,P12074,PF02046
2619,P12081,PF13393
2620,P12081,PF00458
2621,P12081,PF03129
2622,P12104,PF00061
2623,P12235,PF00153
2624,P12236,PF00153
2625,P12268,PF00571
2626,P12268,PF00478
2627,P12271,PF00650
2628,P12271,PF03765
2629,P12272,PF01279
2630,P12273,PF05326
2631,P12277,PF02807
2632,P12277,PF00217
2633,P12314,PF00047
2634,P12314,PF13895
2635,P12314,PF13927
2636,P12318,PF13895
2637,P12319,PF13895
2638,P12319,PF13927
2639,P12429,PF00191
2640,P12524,PF01056
2641,P12524,PF00010
2642,P12532,PF02807
2643,P12532,PF00217
2644,P12544,PF00089
2645,P12643,PF00688
2646,P12643,PF00019
2647,P12645,PF00019
2648,P12694,PF00676
2649,P12724,PF00074
2650,P12757,PF08782
2651,P12757,PF02437
2652,P12838,PF00323
2653,P12838,PF00879
2654,P12872,PF04644
2655,P12872,PF04643
2656,P12931,PF00017
2657,P12931,PF00018
2658,P12931,PF07714
2659,P12955,PF05195
2660,P12955,PF00557
2661,P12956,PF02735
2662,P12956,PF03731
2663,P12956,PF03730
2664,P12956,PF02037
2665,P13051,PF03167
2666,P13056,PF00105
2667,P13056,PF00104
2668,P13073,PF02936
2669,P13164,PF04505
2670,P13196,PF00155
2671,P13196,PF09029
2672,P13224,PF01463
2673,P13232,PF01415
2674,P13236,PF00048
2675,P13284,PF03227
2676,P13349,PF12232
2677,P13349,PF01586
2678,P13349,PF00010
2679,P13385,PF09443
2680,P13473,PF01299
2681,P13489,PF18779
2682,P13489,PF13516
2683,P13498,PF05038
2684,P13500,PF00048
2685,P13501,PF00048
2686,P13521,PF01271
2687,P13584,PF00067
2688,P13598,PF03921
2689,P13631,PF00105
2690,P13631,PF00104
2691,P13640,PF00131
2692,P13645,PF00038
2693,P13646,PF00038
2694,P13647,PF00038
2695,P13647,PF16208
2696,P13667,PF13848
2697,P13667,PF00085
2698,P13674,PF08336
2699,P13674,PF13640
2700,P13682,PF00096
2701,P13686,PF00149
2702,P13688,PF00047
2703,P13688,PF13895
2704,P13688,PF13927
2705,P13688,PF07686
2706,P13693,PF00838
2707,P13716,PF00490
2708,P13725,PF01291
2709,P13726,PF09294
2710,P13726,PF01108
2711,P13727,PF00059
2712,P13746,PF07654
2713,P13746,PF00129
2714,P13746,PF06623
2715,P13747,PF07654
2716,P13747,PF00129
2717,P13747,PF06623
2718,P13760,PF00969
2719,P13760,PF07654
2720,P13761,PF00969
2721,P13761,PF07654
2722,P13762,PF00969
2723,P13762,PF07654
2724,P13765,PF00969
2725,P13765,PF07654
2726,P13796,PF00036
2727,P13796,PF00307
2728,P13804,PF01012
2729,P13804,PF00766
2730,P13805,PF00992
2731,P13861,PF00027
2732,P13861,PF02197
2733,P13866,PF00474
2734,P13928,PF00191
2735,P13929,PF00113
2736,P13929,PF03952
2737,P13945,PF00001
2738,P13984,PF17683
2739,P13984,PF02270
2740,P13987,PF00021
2741,P13995,PF02882
2742,P13995,PF00763
2743,P14060,PF01073
2744,P14061,PF00106
2745,P14091,PF00026
2746,P14091,PF07966
2747,P14136,PF00038
2748,P14136,PF04732
2749,P14138,PF00322
2750,P14151,PF00059
2751,P14151,PF00084
2752,P14174,PF01187
2753,P14207,PF03024
2754,P14209,PF12301
2755,P14222,PF00168
2756,P14222,PF01823
2757,P14314,PF13015
2758,P14314,PF13202
2759,P14314,PF12999
2760,P14316,PF00605
2761,P14317,PF00018
2762,P14317,PF02218
2763,P14324,PF00348
2764,P14373,PF00643
2765,P14373,PF15227
2766,P14373,PF00622
2767,P14373,PF13765
2768,P14384,PF00246
2769,P14384,PF13620
2770,P14406,PF02238
2771,P14415,PF00287
2772,P14416,PF00001
2773,P14550,PF00248
2774,P14555,PF00068
2775,P14598,PF16621
2776,P14598,PF00787
2777,P14598,PF00018
2778,P14598,PF08944
2779,P14618,PF00224
2780,P14618,PF02887
2781,P14635,PF00134
2782,P14635,PF02984
2783,P14652,PF00046
2784,P14672,PF00083
2785,P14678,PF01423
2786,P14679,PF00264
2787,P14770,PF13855
2788,P14770,PF01462
2789,P14778,PF13895
2790,P14778,PF18452
2791,P14778,PF01582
2792,P14784,PF18707
2793,P14854,PF02297
2794,P14866,PF00076
2795,P14866,PF13893
2796,P14866,PF11835
2797,P14867,PF02931
2798,P14867,PF02932
2799,P14868,PF00152
2800,P14868,PF01336
2801,P14902,PF01231
2802,P14920,PF01266
2803,P14921,PF00178
2804,P14921,PF02198
2805,P14921,PF19525
2806,P14927,PF02271
2807,P15018,PF01291
2808,P15036,PF00178
2809,P15036,PF02198
2810,P15036,PF19525
2811,P15085,PF00246
2812,P15085,PF02244
2813,P15088,PF00246
2814,P15088,PF02244
2815,P15090,PF00061
2816,P15104,PF03951
2817,P15104,PF00120
2818,P15121,PF00248
2819,P15151,PF08205
2820,P15151,PF07686
2821,P15153,PF00071
2822,P15169,PF00246
2823,P15169,PF13620
2824,P15172,PF12232
2825,P15172,PF01586
2826,P15172,PF00010
2827,P15173,PF01586
2828,P15173,PF00010
2829,P15259,PF00300
2830,P15260,PF07140
2831,P15260,PF01108
2832,P15289,PF00884
2833,P15289,PF14707
2834,P15291,PF13733
2835,P15291,PF02709
2836,P15309,PF00328
2837,P15311,PF00373
2838,P15311,PF09379
2839,P15311,PF09380
2840,P15311,PF00769
2841,P15313,PF00006
2842,P15313,PF02874
2843,P15328,PF03024
2844,P15336,PF00170
2845,P15374,PF01088
2846,P15382,PF02060
2847,P15407,PF00170
2848,P15408,PF00170
2849,P15428,PF00106
2850,P15509,PF18611
2851,P15509,PF09240
2852,P15529,PF00084
2853,P15531,PF00334
2854,P15538,PF00067
2855,P15559,PF02525
2856,P15586,PF00884
2857,P15692,PF14554
2858,P15692,PF00341
2859,P15735,PF00069
2860,P15813,PF16497
2861,P15813,PF07654
2862,P15814,PF07654
2863,P15848,PF00884
2864,P15880,PF03719
2865,P15880,PF00333
2866,P15882,PF00620
2867,P15882,PF00017
2868,P15882,PF00130
2869,P15884,PF00010
2870,P15907,PF00777
2871,P15923,PF00010
2872,P15927,PF08784
2873,P15954,PF02935
2874,P15976,PF00320
2875,P16035,PF00965
2876,P16050,PF01477
2877,P16050,PF00305
2878,P16083,PF02525
2879,P16104,PF16211
2880,P16104,PF00125
2881,P16118,PF01591
2882,P16118,PF00300
2883,P16152,PF00106
2884,P16188,PF07654
2885,P16188,PF00129
2886,P16188,PF06623
2887,P16189,PF07654
2888,P16189,PF00129
2889,P16189,PF06623
2890,P16190,PF07654
2891,P16190,PF00129
2892,P16190,PF06623
2893,P16219,PF02770
2894,P16219,PF02771
2895,P16219,PF00441
2896,P16220,PF02173
2897,P16220,PF00170
2898,P16233,PF01477
2899,P16233,PF00151
2900,P16260,PF00153
2901,P16278,PF13364
2902,P16278,PF01301
2903,P16298,PF00149
2904,P16333,PF14604
2905,P16333,PF00017
2906,P16333,PF00018
2907,P16389,PF00520
2908,P16389,PF02214
2909,P16401,PF00538
2910,P16402,PF00538
2911,P16403,PF00538
2912,P16410,PF07686
2913,P16422,PF00086
2914,P16422,PF18635
2915,P16435,PF00175
2916,P16435,PF00667
2917,P16435,PF00258
2918,P16444,PF01244
2919,P16452,PF00927
2920,P16452,PF01841
2921,P16452,PF00868
2922,P16455,PF02870
2923,P16455,PF01035
2924,P16471,PF09067
2925,P16519,PF01483
2926,P16519,PF16470
2927,P16519,PF00082
2928,P16520,PF00400
2929,P16562,PF08562
2930,P16562,PF00188
2931,P16581,PF00008
2932,P16581,PF00059
2933,P16581,PF00084
2934,P16619,PF00048
2935,P16662,PF00201
2936,P16671,PF01130
2937,P16860,PF00212
2938,P16870,PF00246
2939,P16870,PF13620
2940,P16871,PF18447
2941,P16871,PF00041
2942,P16930,PF01557
2943,P16930,PF09298
2944,P16949,PF00836
2945,P16989,PF00313
2946,P17014,PF01352
2947,P17014,PF00096
2948,P17020,PF00096
2949,P17026,PF00096
2950,P17032,PF01352
2951,P17032,PF00096
2952,P17036,PF01352
2953,P17036,PF00096
2954,P17050,PF16499
2955,P17050,PF17450
2956,P17066,PF00012
2957,P17081,PF00071
2958,P17152,PF14972
2959,P17174,PF00155
2960,P17181,PF09294
2961,P17181,PF01108
2962,P17213,PF02886
2963,P17213,PF01273
2964,P17252,PF00168
2965,P17252,PF00433
2966,P17252,PF00069
2967,P17252,PF00130
2968,P17275,PF00170
2969,P17275,PF03957
2970,P17302,PF00029
2971,P17302,PF03508
2972,P17342,PF01094
2973,P17405,PF19272
2974,P17405,PF00149
2975,P17482,PF04617
2976,P17482,PF00046
2977,P17516,PF00248
2978,P17535,PF00170
2979,P17535,PF03957
2980,P17538,PF00089
2981,P17540,PF02807
2982,P17540,PF00217
2983,P17542,PF00010
2984,P17544,PF00170
2985,P17568,PF05676
2986,P17612,PF00069
2987,P17643,PF00264
2988,P17658,PF00520
2989,P17658,PF02214
2990,P17661,PF00038
2991,P17661,PF04732
2992,P17676,PF07716
2993,P17677,PF10580
2994,P17677,PF06614
2995,P17677,PF00612
2996,P17693,PF00129
2997,P17693,PF07654
2998,P17706,PF00102
2999,P17735,PF00155
3000,P17735,PF07706
3001,P17752,PF00351
3002,P17787,PF02931
3003,P17787,PF02932
3004,P17812,PF00117
3005,P17812,PF06418
3006,P17813,PF00100
3007,P17844,PF08061
3008,P17844,PF00270
3009,P17844,PF00271
3010,P17861,PF07716
3011,P17900,PF02221
3012,P17931,PF00337
3013,P17936,PF00086
3014,P17936,PF00219
3015,P17947,PF00178
3016,P17980,PF17862
3017,P17980,PF00004
3018,P17980,PF16450
3019,P17987,PF00118
3020,P18031,PF00102
3021,P18054,PF01477
3022,P18054,PF00305
3023,P18065,PF00086
3024,P18065,PF00219
3025,P18075,PF00688
3026,P18075,PF00019
3027,P18077,PF01247
3028,P18085,PF00025
3029,P18089,PF00001
3030,P18124,PF08079
3031,P18124,PF00327
3032,P18135,PF07686
3033,P18146,PF11928
3034,P18146,PF00096
3035,P18146,PF11914
3036,P18283,PF00255
3037,P18405,PF02544
3038,P18428,PF02886
3039,P18428,PF01273
3040,P18440,PF00797
3041,P18462,PF07654
3042,P18462,PF00129
3043,P18462,PF06623
3044,P18463,PF07654
3045,P18463,PF00129
3046,P18463,PF06623
3047,P18464,PF07654
3048,P18464,PF00129
3049,P18464,PF06623
3050,P18465,PF07654
3051,P18465,PF00129
3052,P18465,PF06623
3053,P18505,PF02931
3054,P18505,PF02932
3055,P18507,PF02931
3056,P18507,PF02932
3057,P18509,PF00123
3058,P18510,PF00340
3059,P18545,PF04868
3060,P18577,PF00909
3061,P18615,PF00076
3062,P18621,PF00237
3063,P18669,PF00300
3064,P18754,PF00415
3065,P18825,PF00001
3066,P18827,PF01034
3067,P18846,PF02173
3068,P18846,PF00170
3069,P18847,PF00170
3070,P18848,PF00170
3071,P18850,PF00170
3072,P18859,PF05511
3073,P18887,PF00533
3074,P18887,PF01834
3075,P19012,PF00038
3076,P19013,PF00038
3077,P19013,PF16208
3078,P19075,PF00335
3079,P19086,PF00503
3080,P19087,PF00503
3081,P19099,PF00067
3082,P19105,PF08976
3083,P19105,PF13405
3084,P19113,PF00282
3085,P19224,PF00201
3086,P19235,PF09067
3087,P19235,PF00041
3088,P19237,PF00992
3089,P19387,PF01000
3090,P19387,PF01193
3091,P19388,PF01191
3092,P19388,PF03871
3093,P19397,PF00335
3094,P19404,PF01257
3095,P19419,PF00178
3096,P19429,PF11636
3097,P19429,PF00992
3098,P19438,PF00020
3099,P19438,PF00531
3100,P19440,PF01019
3101,P19474,PF00643
3102,P19474,PF15227
3103,P19474,PF00622
3104,P19474,PF13765
3105,P19484,PF11851
3106,P19484,PF15951
3107,P19484,PF00010
3108,P19525,PF00069
3109,P19525,PF00035
3110,P19526,PF01531
3111,P19532,PF11851
3112,P19532,PF15951
3113,P19532,PF00010
3114,P19544,PF02165
3115,P19544,PF00096
3116,P19622,PF10525
3117,P19622,PF00046
3118,P19623,PF01564
3119,P19623,PF17284
3120,P19652,PF00061
3121,P19784,PF00069
3122,P19793,PF00105
3123,P19793,PF11825
3124,P19793,PF00104
3125,P19875,PF00048
3126,P19876,PF00048
3127,P19878,PF13181
3128,P19878,PF00564
3129,P19878,PF00018
3130,P19883,PF07648
3131,P19883,PF09289
3132,P19957,PF00095
3133,P19957,PF10511
3134,P19961,PF00128
3135,P19961,PF02806
3136,P20036,PF07654
3137,P20036,PF00993
3138,P20039,PF00969
3139,P20039,PF07654
3140,P20042,PF01873
3141,P20061,PF01122
3142,P20061,PF14478
3143,P20062,PF01122
3144,P20062,PF14478
3145,P20073,PF00191
3146,P20132,PF00291
3147,P20138,PF00047
3148,P20138,PF07686
3149,P20142,PF00026
3150,P20142,PF07966
3151,P20151,PF00089
3152,P20160,PF00089
3153,P20226,PF00352
3154,P20248,PF00134
3155,P20248,PF02984
3156,P20248,PF16500
3157,P20292,PF01124
3158,P20309,PF00001
3159,P20333,PF00020
3160,P20336,PF00071
3161,P20337,PF00071
3162,P20338,PF00071
3163,P20339,PF00071
3164,P20340,PF00071
3165,P20366,PF02202
3166,P20393,PF00105
3167,P20393,PF00104
3168,P20396,PF05438
3169,P20472,PF13499
3170,P20591,PF00350
3171,P20591,PF02212
3172,P20591,PF01031
3173,P20618,PF00227
3174,P20645,PF02157
3175,P20671,PF16211
3176,P20671,PF00125
3177,P20674,PF02284
3178,P20700,PF00038
3179,P20700,PF00932
3180,P20711,PF00282
3181,P20718,PF00089
3182,P20719,PF00046
3183,P20749,PF00023
3184,P20774,PF13855
3185,P20794,PF00069
3186,P20800,PF00322
3187,P20809,PF07400
3188,P20813,PF00067
3189,P20815,PF00067
3190,P20823,PF04814
3191,P20823,PF04813
3192,P20823,PF04812
3193,P20827,PF00812
3194,P20839,PF00571
3195,P20839,PF00478
3196,P20848,PF00079
3197,P20851,PF00084
3198,P20916,PF08205
3199,P20916,PF13927
3200,P20933,PF01112
3201,P20962,PF03247
3202,P20963,PF02189
3203,P20963,PF11628
3204,P21128,PF01033
3205,P21128,PF09412
3206,P21145,PF01284
3207,P21217,PF00852
3208,P21217,PF17039
3209,P21246,PF05196
3210,P21246,PF01091
3211,P21266,PF00043
3212,P21266,PF02798
3213,P21281,PF00006
3214,P21281,PF02874
3215,P21283,PF03223
3216,P21291,PF00412
3217,P21397,PF01593
3218,P21452,PF00001
3219,P21453,PF00001
3220,P21462,PF00001
3221,P21506,PF01352
3222,P21506,PF00096
3223,P21549,PF00266
3224,P21554,PF00001
3225,P21579,PF00168
3226,P21583,PF02404
3227,P21589,PF02872
3228,P21589,PF00149
3229,P21673,PF00583
3230,P21695,PF07479
3231,P21695,PF01210
3232,P21728,PF00001
3233,P21730,PF00001
3234,P21731,PF00001
3235,P21741,PF05196
3236,P21741,PF01091
3237,P21754,PF00100
3238,P21757,PF03523
3239,P21757,PF00530
3240,P21757,PF01391
3241,P21781,PF00167
3242,P21796,PF01459
3243,P21810,PF13855
3244,P21810,PF01462
3245,P21815,PF05432
3246,P21854,PF00059
3247,P21912,PF13534
3248,P21912,PF13085
3249,P21917,PF00001
3250,P21918,PF00001
3251,P21926,PF00335
3252,P21941,PF00092
3253,P21941,PF10393
3254,P21941,PF14670
3255,P21953,PF02779
3256,P21953,PF02780
3257,P21964,PF01596
3258,P21980,PF00927
3259,P21980,PF01841
3260,P21980,PF00868
3261,P22001,PF00520
3262,P22001,PF02214
3263,P22061,PF01135
3264,P22083,PF00852
3265,P22083,PF17039
3266,P22087,PF01269
3267,P22090,PF08071
3268,P22090,PF16121
3269,P22090,PF00467
3270,P22090,PF00900
3271,P22234,PF00731
3272,P22234,PF01259
3273,P22301,PF00726
3274,P22303,PF00135
3275,P22303,PF08674
3276,P22304,PF00884
3277,P22307,PF02036
3278,P22307,PF02803
3279,P22307,PF00108
3280,P22309,PF00201
3281,P22310,PF00201
3282,P22352,PF00255
3283,P22362,PF00048
3284,P22392,PF00334
3285,P22415,PF00010
3286,P22459,PF07941
3287,P22459,PF00520
3288,P22459,PF02214
3289,P22460,PF00520
3290,P22460,PF02214
3291,P22466,PF01296
3292,P22466,PF06540
3293,P22492,PF00538
3294,P22528,PF02389
3295,P22531,PF14820
3296,P22532,PF14820
3297,P22557,PF00155
3298,P22557,PF09029
3299,P22570,PF07992
3300,P22612,PF00069
3301,P22626,PF00076
3302,P22674,PF00134
3303,P22674,PF02984
3304,P22676,PF13499
3305,P22676,PF13405
3306,P22680,PF00067
3307,P22692,PF00086
3308,P22692,PF00219
3309,P22694,PF00069
3310,P22695,PF05193
3311,P22695,PF00675
3312,P22732,PF00083
3313,P22736,PF00105
3314,P22736,PF00104
3315,P22748,PF00194
3316,P22760,PF07859
3317,P22792,PF13855
3318,P22830,PF00762
3319,P22888,PF13306
3320,P22888,PF00001
3321,P22891,PF00008
3322,P22891,PF00594
3323,P22891,PF00089
3324,P22894,PF00413
3325,P22894,PF01471
3326,P22894,PF00045
3327,P23025,PF01286
3328,P23025,PF05181
3329,P23141,PF00135
3330,P23193,PF08711
3331,P23193,PF07500
3332,P23193,PF01096
3333,P23219,PF00008
3334,P23219,PF03098
3335,P23258,PF00091
3336,P23258,PF03953
3337,P23280,PF00194
3338,P23284,PF00160
3339,P23297,PF00036
3340,P23297,PF01023
3341,P23327,PF10529
3342,P23352,PF17869
3343,P23352,PF00095
3344,P23352,PF00041
3345,P23368,PF00390
3346,P23368,PF03949
3347,P23381,PF00579
3348,P23381,PF00458
3349,P23396,PF00189
3350,P23396,PF07650
3351,P23409,PF01586
3352,P23409,PF00010
3353,P23415,PF02931
3354,P23415,PF02932
3355,P23416,PF02931
3356,P23416,PF02932
3357,P23434,PF01597
3358,P23443,PF00433
3359,P23443,PF00069
3360,P23490,PF15847
3361,P23511,PF02045
3362,P23515,PF00560
3363,P23515,PF01462
3364,P23515,PF13855
3365,P23526,PF05221
3366,P23526,PF00670
3367,P23527,PF00125
3368,P23528,PF00241
3369,P23582,PF00212
3370,P23588,PF00076
3371,P23610,PF14938
3372,P23677,PF03770
3373,P23760,PF00292
3374,P23760,PF12360
3375,P23760,PF00046
3376,P23763,PF00957
3377,P23769,PF00320
3378,P23771,PF00320
3379,P23786,PF00755
3380,P23942,PF00335
3381,P23945,PF12369
3382,P23945,PF01462
3383,P23945,PF13306
3384,P23945,PF00001
3385,P23946,PF00089
3386,P23975,PF00209
3387,P24001,PF15225
3388,P24046,PF02931
3389,P24046,PF02932
3390,P24158,PF00089
3391,P24278,PF00651
3392,P24278,PF00096
3393,P24298,PF00155
3394,P24310,PF02238
3395,P24311,PF05392
3396,P24347,PF00413
3397,P24347,PF00045
3398,P24385,PF00134
3399,P24385,PF02984
3400,P24386,PF00996
3401,P24387,PF05428
3402,P24390,PF00810
3403,P24462,PF00067
3404,P24468,PF00105
3405,P24468,PF00104
3406,P24522,PF01248
3407,P24530,PF00001
3408,P24534,PF00736
3409,P24534,PF10587
3410,P24539,PF05405
3411,P24557,PF00067
3412,P24588,PF03832
3413,P24592,PF00086
3414,P24593,PF00086
3415,P24593,PF00219
3416,P24666,PF01451
3417,P24723,PF00168
3418,P24723,PF00433
3419,P24723,PF00069
3420,P24723,PF00130
3421,P24752,PF02803
3422,P24752,PF00108
3423,P24844,PF13833
3424,P24844,PF13405
3425,P24855,PF03372
3426,P24863,PF00134
3427,P24864,PF00134
3428,P24864,PF02984
3429,P24903,PF00067
3430,P24941,PF00069
3431,P25021,PF00001
3432,P25024,PF00001
3433,P25025,PF00001
3434,P25063,PF14984
3435,P25089,PF00001
3436,P25090,PF00001
3437,P25098,PF00069
3438,P25098,PF00615
3439,P25098,PF00169
3440,P25100,PF00001
3441,P25101,PF00001
3442,P25103,PF00001
3443,P25105,PF00001
3444,P25106,PF00001
3445,P25116,PF00001
3446,P25189,PF07686
3447,P25189,PF10570
3448,P25208,PF00808
3449,P25311,PF00129
3450,P25311,PF07654
3451,P25325,PF00581
3452,P25398,PF01248
3453,P25445,PF00020
3454,P25445,PF00531
3455,P25490,PF00096
3456,P25685,PF01556
3457,P25685,PF00226
3458,P25686,PF00226
3459,P25705,PF00006
3460,P25705,PF02874
3461,P25705,PF00306
3462,P25713,PF00131
3463,P25774,PF08246
3464,P25774,PF00112
3465,P25786,PF00227
3466,P25786,PF10584
3467,P25787,PF00227
3468,P25787,PF10584
3469,P25788,PF00227
3470,P25788,PF10584
3471,P25789,PF00227
3472,P25789,PF10584
3473,P25791,PF00412
3474,P25815,PF01023
3475,P25874,PF00153
3476,P25929,PF00001
3477,P25942,PF00020
3478,P25963,PF00023
3479,P26022,PF00354
3480,P26038,PF00373
3481,P26038,PF09379
3482,P26038,PF09380
3483,P26038,PF00769
3484,P26196,PF00270
3485,P26196,PF00271
3486,P26367,PF00292
3487,P26367,PF00046
3488,P26368,PF00076
3489,P26373,PF01294
3490,P26374,PF00996
3491,P26439,PF01073
3492,P26441,PF01110
3493,P26447,PF01023
3494,P26572,PF03071
3495,P26583,PF09011
3496,P26583,PF00505
3497,P26599,PF00076
3498,P26599,PF13893
3499,P26641,PF00043
3500,P26641,PF00647
3501,P26641,PF02798
3502,P26651,PF00642
3503,P26678,PF04272
3504,P26715,PF00059
3505,P26717,PF00059
3506,P26718,PF00059
